Date,Longitude,LeapYear,Azimuth,Elevation,Third Euler Angle
2002-11-09 14:30:00,57.0,0.0,28.082530319050022,47.44561643049998,72.15493564835003
2002-11-09 14:45:00,57.0,0.0,27.84955879082502,47.059273384299985,71.81041491817504
2002-11-09 15:00:00,57.0,0.0,27.616587262600024,46.672930338099995,71.46589418800005
2002-11-09 15:15:00,57.0,0.0,27.404271606750022,46.2551618301,71.18709587760003
2002-11-09 15:30:00,57.0,0.0,27.19195595090002,45.8373933221,70.90829756720001
2002-11-09 15:45:00,57.0,0.0,26.979640295050018,45.419624814100004,70.6294992568
2002-11-09 16:00:00,57.0,0.0,26.767324639200016,45.00185630610001,70.35070094639998
2002-11-09 16:15:00,57.0,0.0,26.542929442325008,44.52248812670002,70.01019749739996
2002-11-09 16:30:00,57.0,0.0,26.31853424545,44.04311994730003,69.66969404839995
2002-11-09 16:45:00,57.0,0.0,26.09413904857499,43.56375176790003,69.32919059939994
2002-11-09 17:00:00,57.0,0.0,25.869743851699983,43.08438358850004,68.98868715039991
2002-11-09 17:15:00,57.0,0.0,25.629511625374985,42.53496230835004,68.65521746979995
2002-11-09 17:30:00,57.0,0.0,25.38927939904999,41.98554102820003,68.32174778919997
2002-11-09 17:45:00,57.0,0.0,25.14904717272499,41.43611974805003,67.98827810860001
2002-11-09 18:00:00,57.0,0.0,24.908814946399993,40.88669846790003,67.65480842800005
2002-11-09 18:15:00,57.0,0.0,24.76781088729999,40.45133428305003,67.48092631357505
2002-11-09 18:30:00,57.0,0.0,24.62680682819999,40.01597009820003,67.30704419915006
2002-11-09 18:45:00,57.0,0.0,24.485802769099983,39.580605913350034,67.13316208472506
2002-11-09 19:00:00,57.0,0.0,24.34479870999998,39.14524172850003,66.95927997030006
2002-11-09 19:15:00,57.0,0.0,24.088565543049988,38.462518734650025,66.49028036347502
2002-11-09 19:30:00,57.0,0.0,23.83233237609999,37.779795740800026,66.02128075665
2002-11-09 19:45:00,57.0,0.0,23.576099209149998,37.09707274695002,65.55228114982498
2002-11-09 20:00:00,57.0,0.0,23.319866042200005,36.41434975310001,65.08328154299994
2002-11-09 20:15:00,57.0,0.0,23.124993954075002,35.76403960712499,64.74856221402494
2002-11-09 20:30:00,57.0,0.0,22.93012186595,35.11372946114997,64.41384288504993
2002-11-09 20:45:00,57.0,0.0,22.735249777824993,34.46341931517496,64.07912355607493
2002-11-09 21:00:00,57.0,0.0,22.54037768969999,33.81310916919994,63.74440422709993
2002-11-09 21:15:00,57.0,0.0,22.389111150624995,33.23228970084995,63.462384189524954
2002-11-09 21:30:00,57.0,0.0,22.23784461155,32.65147023249995,63.18036415194997
2002-11-09 21:45:00,57.0,0.0,22.086578072475003,32.07065076414996,62.89834411437499
2002-11-09 22:00:00,57.0,0.0,21.935311533400007,31.489831295799966,62.61632407680002
2002-11-09 22:15:00,57.0,0.0,21.800548885375004,30.925607050974975,62.35303696485002
2002-11-09 22:30:00,57.0,0.0,21.665786237349998,30.361382806149983,62.08974985290003
2002-11-09 22:45:00,57.0,0.0,21.531023589324995,29.797158561324988,61.826462740950035
2002-11-09 23:00:00,57.0,0.0,21.396260941299992,29.232934316499996,61.563175629000035
2002-11-09 23:15:00,57.0,0.0,21.267959234474993,28.47620541464999,61.310383452200035
2002-11-09 23:30:00,57.0,0.0,21.139657527649995,27.719476512799986,61.05759127540003
2002-11-09 23:45:00,57.0,0.0,21.011355820825,26.96274761094998,60.80479909860003
2002-11-10 00:00:00,57.0,0.0,20.883054114,26.206018709099972,60.55200692180003
2002-11-10 00:15:00,57.0,0.0,20.718536235749998,25.38820543159998,60.137385882575
2002-11-10 00:30:00,57.0,0.0,20.5540183575,24.57039215409999,59.72276484334998
2002-11-10 00:45:00,57.0,0.0,20.389500479249996,23.7525788766,59.30814380412496
2002-11-10 01:00:00,57.0,0.0,20.224982600999994,22.93476559910001,58.893522764899934
2002-11-10 01:15:00,57.0,0.0,20.119515083974996,22.200940799540014,58.60340036157495
2002-11-10 01:30:00,57.0,0.0,20.014047566949998,21.467115999980017,58.31327795824996
2002-11-10 01:45:00,57.0,0.0,19.908580049925003,20.73329120042002,58.023155554924976
2002-11-10 02:00:00,57.0,0.0,19.803112532900006,19.999466400860022,57.73303315159999
2002-11-10 02:15:00,57.0,0.0,19.701347745125013,19.14251160001502,57.41574844692501
2002-11-10 02:30:00,57.0,0.0,19.599582957350016,18.28555679917002,57.09846374225002
2002-11-10 02:45:00,57.0,0.0,19.49781816957502,17.42860199832502,56.78117903757503
2002-11-10 03:00:00,57.0,0.0,19.396053381800026,16.57164719748002,56.46389433290005
2002-11-10 03:15:00,57.0,0.0,19.31423023380001,15.747645672445014,56.144720406975026
2002-11-10 03:30:00,57.0,0.0,19.232407085799995,14.923644147410009,55.82554648105001
2002-11-10 03:45:00,57.0,0.0,19.15058393779998,14.099642622375006,55.506372555125
2002-11-10 04:00:00,57.0,0.0,19.068760789799963,13.275641097340001,55.187198629199976
2002-11-10 04:15:00,57.0,0.0,19.005574379599963,12.317420439075,54.86291967309997
2002-11-10 04:30:00,57.0,0.0,18.942387969399963,11.359199780810002,54.53864071699995
2002-11-10 04:45:00,57.0,0.0,18.879201559199963,10.400979122545001,54.21436176089994
2002-11-10 05:00:00,57.0,0.0,18.816015148999963,9.44275846428,53.89008280479993
2002-11-10 05:15:00,57.0,0.0,18.800259784424973,14.875043636535004,53.659225519724934
2002-11-10 05:30:00,57.0,0.0,18.784504419849988,20.307328808790007,53.42836823464994
2002-11-10 05:45:00,57.0,0.0,18.768749055275,25.73961398104501,53.19751094957494
2002-11-10 06:00:00,57.0,0.0,18.75299369070001,31.171899153300014,52.966653664499944
2002-11-10 06:15:00,57.0,0.0,18.708316135925003,34.62510419068252,52.54943602392497
2002-11-10 06:30:00,57.0,0.0,18.66363858115,38.078309228065024,52.13221838335
2002-11-10 06:45:00,57.0,0.0,18.618961026374997,41.53151426544753,51.71500074277503
2002-11-10 07:00:00,57.0,0.0,18.57428347159999,44.98471930283003,51.29778310220006
2002-11-10 07:15:00,57.0,0.0,18.569265105149995,115.21125056111995,50.99768887065002
2002-11-10 07:30:00,57.0,0.0,18.5642467387,185.43778181940988,50.69759463909999
2002-11-10 07:45:00,57.0,0.0,18.559228372250004,255.6643130776998,50.39750040754996
2002-11-10 08:00:00,57.0,0.0,18.55421000580001,325.89084433598975,50.09740617599993
2002-11-10 08:15:00,57.0,0.0,18.5671041512,329.62630619358225,49.81166166282494
2002-11-10 08:30:00,57.0,0.0,18.579998296599992,333.36176805117475,49.52591714964995
2002-11-10 08:45:00,57.0,0.0,18.592892441999986,337.0972299087672,49.24017263647496
2002-11-10 09:00:00,57.0,0.0,18.605786587399976,340.8326917663597,48.95442812329997
2002-11-10 09:15:00,57.0,0.0,18.64736129159997,341.6320421543149,48.62204679859997
2002-11-10 09:30:00,57.0,0.0,18.688935995799966,342.43139254227003,48.28966547389997
2002-11-10 09:45:00,57.0,0.0,18.730510699999964,343.23074293022523,47.95728414919998
2002-11-10 10:00:00,57.0,0.0,18.77208540419996,344.03009331818043,47.624902824499976
2002-11-10 10:15:00,57.0,0.0,18.82868772717496,344.9294826951353,47.32068929909998
2002-11-10 10:30:00,57.0,0.0,18.885290050149962,345.8288720720901,47.01647577369998
2002-11-10 10:45:00,57.0,0.0,18.941892373124965,346.728261449045,46.71226224829998
2002-11-10 11:00:00,57.0,0.0,18.998494696099964,347.62765082599986,46.408048722899984
2002-11-10 11:15:00,57.0,0.0,19.08626596344997,346.70571257174987,46.097880642549974
2002-11-10 11:30:00,57.0,0.0,19.174037230799982,345.78377431749993,45.787712562199964
2002-11-10 11:45:00,57.0,0.0,19.26180849814999,344.86183606324994,45.477544481849954
2002-11-10 12:00:00,57.0,0.0,19.349579765499996,343.93989780899994,45.16737640149994
2002-11-10 12:15:00,57.0,0.0,19.438034798000004,343.0961498677499,44.835702462374954
2002-11-10 12:30:00,57.0,0.0,19.52648983050001,342.25240192649983,44.50402852324997
2002-11-10 12:45:00,57.0,0.0,19.61494486300002,341.4086539852497,44.17235458412499
2002-11-10 13:00:00,57.0,0.0,19.703399895500027,340.56490604399966,43.840680645
2002-11-10 13:15:00,57.0,0.0,19.80368064862502,338.99590333624735,43.58289928857502
2002-11-10 13:30:00,57.0,0.0,19.90396140175001,337.42690062849505,43.325117932150036
2002-11-10 13:45:00,57.0,0.0,20.004242154874998,335.85789792074274,43.06733657572505
2002-11-10 14:00:00,57.0,0.0,20.10452290799999,334.28889521299044,42.80955521930007
2002-11-10 14:15:00,57.0,0.0,20.253828965299988,334.2707511572428,42.451412522950065
2002-11-10 14:30:00,57.0,0.0,20.40313502259999,334.2526071014952,42.093269826600064
2002-11-10 14:45:00,57.0,0.0,20.55244107989999,334.2344630457476,41.735127130250056
2002-11-10 15:00:00,57.0,0.0,20.701747137199987,334.21631898999993,41.37698443390005
2002-11-10 15:15:00,57.0,0.0,20.838103620874985,333.64265062524987,41.19527830937504
2002-11-10 15:30:00,57.0,0.0,20.974460104549983,333.06898226049987,41.013572184850034
2002-11-10 15:45:00,57.0,0.0,21.11081658822498,332.49531389574986,40.83186606032503
2002-11-10 16:00:00,57.0,0.0,21.24717307189998,331.9216455309998,40.65015993580002
2002-11-10 16:15:00,57.0,0.0,21.40420855799998,331.1071581129999,40.20724872167501
2002-11-10 16:30:00,57.0,0.0,21.56124404409998,330.29267069499997,39.764337507549996
2002-11-10 16:45:00,57.0,0.0,21.718279530199975,329.4781832770001,39.32142629342499
2002-11-10 17:00:00,57.0,0.0,21.875315016299975,328.6636958590002,38.87851507929998
2002-11-10 17:15:00,57.0,0.0,22.034760943124986,328.0501841237501,38.57892358982498
2002-11-10 17:30:00,57.0,0.0,22.194206869949994,327.4366723885,38.279332100349976
2002-11-10 17:45:00,57.0,0.0,22.353652796775002,326.8231606532499,37.97974061087497
2002-11-10 18:00:00,57.0,0.0,22.513098723600013,326.2096489179998,37.68014912139997
2002-11-10 18:15:00,57.0,0.0,22.65717731347502,325.70605096224983,37.386960958549984
2002-11-10 18:30:00,57.0,0.0,22.80125590335003,325.2024530064998,37.09377279569999
2002-11-10 18:45:00,57.0,0.0,22.945334493225037,324.6988550507498,36.800584632850004
2002-11-10 19:00:00,57.0,0.0,23.089413083100045,324.1952570949998,36.50739647000002
2002-11-10 19:15:00,57.0,0.0,23.28993992912504,323.56957418699983,36.16169982515002
2002-11-10 19:30:00,57.0,0.0,23.490466775150033,322.9438912789998,35.81600318030003
2002-11-10 19:45:00,57.0,0.0,23.69099362117503,322.3182083709998,35.470306535450035
2002-11-10 20:00:00,57.0,0.0,23.891520467200024,321.6925254629998,35.12460989060004
2002-11-10 20:15:00,57.0,0.0,24.106506263325016,321.1264184172499,34.82552176430003
2002-11-10 20:30:00,57.0,0.0,24.321492059450012,320.5603113715,34.526433638000015
2002-11-10 20:45:00,57.0,0.0,24.536477855575008,319.9942043257501,34.22734551170001
2002-11-10 21:00:00,57.0,0.0,24.7514636517,319.4280972800002,33.928257385399995
2002-11-10 21:15:00,57.0,0.0,24.903131865124994,319.04761596500003,33.67668918132499
2002-11-10 21:30:00,57.0,0.0,25.054800078549988,318.66713464999987,33.425120977249975
2002-11-10 21:45:00,57.0,0.0,25.206468291974986,318.2866533349997,33.17355277317497
2002-11-10 22:00:00,57.0,0.0,25.35813650539998,317.90617201999953,32.92198456909996
2002-11-10 22:15:00,57.0,0.0,25.59053438022498,317.4585361939995,32.68628085604996
2002-11-10 22:30:00,57.0,0.0,25.822932255049984,317.0109003679995,32.45057714299996
2002-11-10 22:45:00,57.0,0.0,26.055330129874985,316.5632645419995,32.21487342994997
2002-11-10 23:00:00,57.0,0.0,26.287728004699986,316.1156287159995,31.979169716899968
2002-11-10 23:15:00,57.0,0.0,26.550231979749988,315.5690926124996,31.562040245324987
2002-11-10 23:30:00,57.0,0.0,26.812735954799994,315.0225565089997,31.14491077375001
2002-11-10 23:45:00,57.0,0.0,27.07523992985,314.47602040549975,30.727781302175032
2002-11-11 00:00:00,57.0,0.0,27.3377439049,313.9294843019999,30.31065183060005
2002-11-11 00:15:00,57.0,0.0,27.57019714237501,313.54844690525005,30.049444727425055
2002-11-11 00:30:00,57.0,0.0,27.80265037985002,313.1674095085002,29.788237624250055
2002-11-11 00:45:00,57.0,0.0,28.03510361732503,312.7863721117503,29.527030521075055
2002-11-11 01:00:00,57.0,0.0,28.26755685480004,312.4053347150005,29.26582341790006
2002-11-11 01:15:00,57.0,0.0,28.497866844025033,311.9880586115005,28.87383019997505
2002-11-11 01:30:00,57.0,0.0,28.72817683325003,311.57078250800043,28.48183698205004
2002-11-11 01:45:00,57.0,0.0,28.958486822475024,311.1535064045004,28.08984376412503
2002-11-11 02:00:00,57.0,0.0,29.188796811700016,310.7362303010004,27.69785054620002
2002-11-11 02:15:00,57.0,0.0,29.35471417455002,310.5272344047504,27.549192858900017
2002-11-11 02:30:00,57.0,0.0,29.52063153740002,310.31823850850043,27.40053517160002
2002-11-11 02:45:00,57.0,0.0,29.686548900250028,310.10924261225045,27.251877484300017
2002-11-11 03:00:00,57.0,0.0,29.85246626310003,309.9002467160005,27.103219797000015
2002-11-11 03:15:00,57.0,0.0,30.19191821790004,309.39357557250037,26.604305310475006
2002-11-11 03:30:00,57.0,0.0,30.531370172700043,308.8869044290002,26.105390823949996
2002-11-11 03:45:00,57.0,0.0,30.87082212750005,308.3802332855001,25.606476337424983
2002-11-11 04:00:00,57.0,0.0,31.210274082300057,307.87356214199997,25.107561850899973
2002-11-11 04:15:00,57.0,0.0,31.417458794125043,307.62040057275,24.85298247087498
2002-11-11 04:30:00,57.0,0.0,31.624643505950033,307.3672390035,24.598403090849988
2002-11-11 04:45:00,57.0,0.0,31.83182821777502,307.11407743424996,24.343823710824996
2002-11-11 05:00:00,57.0,0.0,32.039012929600005,306.860915865,24.089244330800003
2002-11-11 05:15:00,57.0,0.0,32.27963933640001,306.62308156025006,23.86642099780001
2002-11-11 05:30:00,57.0,0.0,32.52026574320001,306.3852472555001,23.643597664800016
2002-11-11 05:45:00,57.0,0.0,32.760892150000004,306.14741295075015,23.420774331800022
2002-11-11 06:00:00,57.0,0.0,33.00151855680001,305.9095786460002,23.197950998800028
2002-11-11 06:15:00,57.0,0.0,33.27413824292501,305.58497324975013,22.787727609100024
2002-11-11 06:30:00,57.0,0.0,33.54675792905002,305.26036785350004,22.377504219400016
2002-11-11 06:45:00,57.0,0.0,33.819377615175014,304.93576245725,21.96728082970001
2002-11-11 07:00:00,57.0,0.0,34.09199730130002,304.6111570609999,21.557057440000005
2002-11-11 07:15:00,57.0,0.0,34.29995456497502,304.4237317512499,21.354885154125004
2002-11-11 07:30:00,57.0,0.0,34.50791182865001,304.2363064414998,21.15271286825
2002-11-11 07:45:00,57.0,0.0,34.71586909232501,304.04888113174974,20.950540582374998
2002-11-11 08:00:00,57.0,0.0,34.923826356000006,303.8614558219997,20.748368296499997
2002-11-11 08:15:00,57.0,0.0,35.26887621665,303.5104886577497,20.261675471399993
2002-11-11 08:30:00,57.0,0.0,35.6139260773,303.1595214934997,19.77498264629999
2002-11-11 08:45:00,57.0,0.0,35.95897593795,302.8085543292497,19.288289821199985
2002-11-11 09:00:00,57.0,0.0,36.304025798599994,302.4575871649997,18.80159699609998
2002-11-11 09:15:00,57.0,0.0,36.55075255189999,302.24362188974993,18.494195948299982
2002-11-11 09:30:00,57.0,0.0,36.797479305199985,302.02965661450014,18.186794900499983
2002-11-11 09:45:00,57.0,0.0,37.04420605849999,301.8156913392503,17.87939385269998
2002-11-11 10:00:00,57.0,0.0,37.29093281179998,301.6017260640005,17.57199280489998
2002-11-11 10:15:00,57.0,0.0,37.579868378125,301.37711366250045,17.23540401494999
2002-11-11 10:30:00,57.0,0.0,37.86880394445002,301.1525012610004,16.898815224999993
2002-11-11 10:45:00,57.0,0.0,38.15773951077504,300.92788885950034,16.56222643505
2002-11-11 11:00:00,57.0,0.0,38.44667507710005,300.7032764580003,16.225637645100008
2002-11-11 11:15:00,57.0,0.0,38.67720652082505,300.5401065665002,15.968461665025007
2002-11-11 11:30:00,57.0,0.0,38.90773796455005,300.376936675,15.711285684950004
2002-11-11 11:45:00,57.0,0.0,39.13826940827506,300.21376678349986,15.454109704875002
2002-11-11 12:00:00,57.0,0.0,39.36880085200006,300.05059689199976,15.196933724800001
2002-11-11 12:15:00,57.0,0.0,39.72173416702502,299.82417064174996,15.700217046824996
2002-11-11 12:30:00,57.0,0.0,40.07466748204999,299.5977443915001,16.203500368849994
2002-11-11 12:45:00,57.0,0.0,40.42760079707495,299.3713181412503,16.70678369087499
2002-11-11 13:00:00,57.0,0.0,40.780534112099915,299.1448918910005,17.210067012899984
2002-11-11 13:15:00,57.0,0.0,40.97978937732493,299.0481844520003,16.172630807992483
2002-11-11 13:30:00,57.0,0.0,41.17904464254994,298.95147701300016,15.135194603084983
2002-11-11 13:45:00,57.0,0.0,41.378299907774945,298.85476957399993,14.097758398177483
2002-11-11 14:00:00,57.0,0.0,41.57755517299996,298.75806213499976,13.060322193269982
2002-11-11 14:15:00,57.0,0.0,41.87606888752496,298.5838134597499,12.734676523684987
2002-11-11 14:30:00,57.0,0.0,42.17458260204996,298.40956478450005,12.409030854099992
2002-11-11 14:45:00,57.0,0.0,42.47309631657496,298.23531610925016,12.083385184514995
2002-11-11 15:00:00,57.0,0.0,42.77161003109996,298.0610674340003,11.75773951493
2002-11-11 15:15:00,57.0,0.0,43.062335904699985,297.8572469932503,11.315814040487497
2002-11-11 15:30:00,57.0,0.0,43.35306177830001,297.6534265525004,10.873888566044993
2002-11-11 15:45:00,57.0,0.0,43.643787651900034,297.44960611175037,10.43196309160249
2002-11-11 16:00:00,57.0,0.0,43.93451352550006,297.2457856710004,9.990037617159988
2002-11-11 16:15:00,57.0,0.0,44.185942608900056,297.1182705997503,9.713489136762488
2002-11-11 16:30:00,57.0,0.0,44.43737169230006,296.9907555285002,9.436940656364989
2002-11-11 16:45:00,57.0,0.0,44.68880077570006,296.8632404572501,9.160392175967488
2002-11-11 17:00:00,57.0,0.0,44.94022985910006,296.73572538599996,8.883843695569988
2002-11-11 17:15:00,57.0,0.0,45.241480496300035,296.593973625,8.563269453137488
2002-11-11 17:30:00,57.0,0.0,45.54273113350001,296.45222186399997,8.242695210704989
2002-11-11 17:45:00,57.0,0.0,45.84398177069999,296.31047010299994,7.922120968272489
2002-11-11 18:00:00,57.0,0.0,46.14523240789997,296.168718342,7.60154672583999
2002-11-11 18:15:00,57.0,0.0,46.411373903049984,296.03519178449994,7.273230735119994
2002-11-11 18:30:00,57.0,0.0,46.6775153982,295.9016652269999,6.944914744399998
2002-11-11 18:45:00,57.0,0.0,46.943656893350024,295.7681386694999,6.616598753680002
2002-11-11 19:00:00,57.0,0.0,47.20979838850004,295.63461211199984,6.288282762960006
2002-11-11 19:15:00,57.0,0.0,47.529531695350016,295.4993929312498,7.739730910090003
2002-11-11 19:30:00,57.0,0.0,47.8492650022,295.36417375049973,9.19117905722
2002-11-11 19:45:00,57.0,0.0,48.16899830904998,295.2289545697497,10.642627204349996
2002-11-11 20:00:00,57.0,0.0,48.48873161589996,295.0937353889997,12.094075351479994
2002-11-11 20:15:00,57.0,0.0,48.73727806264997,294.9899555882497,10.012748249247494
2002-11-11 20:30:00,57.0,0.0,48.98582450939999,294.88617578749967,7.931421147014994
2002-11-11 20:45:00,57.0,0.0,49.23437095615,294.78239598674963,5.8500940447824945
2002-11-11 21:00:00,57.0,0.0,49.482917402900014,294.67861618599966,3.7687669425499957
2002-11-11 21:15:00,57.0,0.0,49.70855629985,294.5869770597498,4.401565168087501
2002-11-11 21:30:00,57.0,0.0,49.9341951968,294.49533793349997,5.034363393625005
2002-11-11 21:45:00,57.0,0.0,50.15983409374999,294.4036988072501,5.66716161916251
2002-11-11 22:00:00,57.0,0.0,50.38547299069998,294.3120596810003,6.299959844700015
2002-11-11 22:15:00,57.0,0.0,50.765423746749974,294.17661901550025,14.886901616652505
2002-11-11 22:30:00,57.0,0.0,51.14537450279997,294.0411783500002,23.473843388604998
2002-11-11 22:45:00,57.0,0.0,51.52532525884997,293.90573768450014,32.06078516055749
2002-11-11 23:00:00,57.0,0.0,51.90527601489996,293.7702970190001,40.647726932509975
2002-11-11 23:15:00,57.0,0.0,52.161498123924964,293.68816537375,89.88172144327757
2002-11-11 23:30:00,57.0,0.0,52.41772023294997,293.60603372849994,139.11571595404516
2002-11-11 23:45:00,57.0,0.0,52.67394234197497,293.5239020832498,188.34971046481274
2002-11-12 00:00:00,57.0,0.0,52.930164450999975,293.4417704379997,237.58370497558033
2002-11-12 00:15:00,57.0,0.0,53.207751438574974,293.35033643124984,263.3723406094853
2002-11-12 00:30:00,57.0,0.0,53.48533842614998,293.2589024245,289.16097624339034
2002-11-12 00:45:00,57.0,0.0,53.76292541372498,293.1674684177501,314.94961187729535
2002-11-12 01:00:00,57.0,0.0,54.04051240129998,293.07603441100025,340.73824751120037
2002-11-12 01:15:00,57.0,0.0,54.27495068394998,293.0012092375001,340.46474440946776
2002-11-12 01:30:00,57.0,0.0,54.50938896659999,292.92638406399993,340.19124130773514
2002-11-12 01:45:00,57.0,0.0,54.74382724925,292.85155889049975,339.9177382060025
2002-11-12 02:00:00,57.0,0.0,54.97826553190001,292.7767337169996,339.6442351042699
2002-11-12 02:15:00,57.0,0.0,55.27142068280001,292.68923787474967,342.9154703447124
2002-11-12 02:30:00,57.0,0.0,55.56457583370002,292.60174203249966,346.1867055851549
2002-11-12 02:45:00,57.0,0.0,55.857730984600025,292.51424619024965,349.45794082559746
2002-11-12 03:00:00,57.0,0.0,56.15088613550003,292.4267503479997,352.72917606603994
2002-11-12 03:15:00,57.0,0.0,56.517807071175035,292.3359924927497,353.26004159052985
2002-11-12 03:30:00,57.0,0.0,56.88472800685004,292.2452346374997,353.79090711501976
2002-11-12 03:45:00,57.0,0.0,57.251648942525044,292.1544767822497,354.3217726395097
2002-11-12 04:00:00,57.0,0.0,57.61856987820005,292.0637189269997,354.8526381639996
2002-11-12 04:15:00,57.0,0.0,57.79071510035005,292.0251625179997,354.6768320089996
2002-11-12 04:30:00,57.0,0.0,57.96286032250005,291.9866061089997,354.50102585399964
2002-11-12 04:45:00,57.0,0.0,58.13500554465004,291.94804969999973,354.3252196989996
2002-11-12 05:00:00,57.0,0.0,58.30715076680004,291.90949329099976,354.14941354399963
2002-11-12 05:15:00,57.0,0.0,58.73138161857504,291.80780079624975,353.6993238077497
2002-11-12 05:30:00,57.0,0.0,59.155612470350036,291.70610830149974,353.2492340714997
2002-11-12 05:45:00,57.0,0.0,59.579843322125036,291.60441580674967,352.7991443352497
2002-11-12 06:00:00,57.0,0.0,60.00407417390004,291.50272331199966,352.34905459899977
2002-11-12 06:15:00,57.0,0.0,60.24675600942503,291.44351757824967,352.06744913324974
2002-11-12 06:30:00,57.0,0.0,60.48943784495001,291.3843118444997,351.7858436674997
2002-11-12 06:45:00,57.0,0.0,60.732119680474995,291.3251061107497,351.5042382017497
2002-11-12 07:00:00,57.0,0.0,60.974801515999985,291.2659003769997,351.22263273599964
2002-11-12 07:15:00,57.0,0.0,61.262639730775,291.2032631659997,350.90510388074983
2002-11-12 07:30:00,57.0,0.0,61.550477945550014,291.1406259549997,350.5875750255001
2002-11-12 07:45:00,57.0,0.0,61.838316160325036,291.0779887439997,350.27004617025034
2002-11-12 08:00:00,57.0,0.0,62.12615437510005,291.0153515329997,349.95251731500053
2002-11-12 08:15:00,57.0,0.0,62.43988774110005,290.9574274182497,349.63377833000044
2002-11-12 08:30:00,57.0,0.0,62.753621107100045,290.8995033034997,349.3150393450004
2002-11-12 08:45:00,57.0,0.0,63.067354473100046,290.8415791887498,348.9963003600003
2002-11-12 09:00:00,57.0,0.0,63.38108783910005,290.7836550739998,348.6775613750002
2002-11-12 09:15:00,57.0,0.0,63.68413961847505,290.73389440199975,348.37682818525025
2002-11-12 09:30:00,57.0,0.0,63.987191397850054,290.68413372999976,348.0760949955002
2002-11-12 09:45:00,57.0,0.0,64.29024317722505,290.6343730579997,347.7753618057502
2002-11-12 10:00:00,57.0,0.0,64.59329495660006,290.58461238599966,347.47462861600025
2002-11-12 10:15:00,57.0,0.0,64.83110008467503,290.53581639574963,347.19198345825015
2002-11-12 10:30:00,57.0,0.0,65.06890521275,290.4870204054996,346.90933830050005
2002-11-12 10:45:00,57.0,0.0,65.30671034082496,290.43822441524964,346.62669314274996
2002-11-12 11:00:00,57.0,0.0,65.54451546889993,290.3894284249996,346.34404798499986
2002-11-12 11:15:00,57.0,0.0,65.80940335224994,290.3398330049997,346.03687132649975
2002-11-12 11:30:00,57.0,0.0,66.07429123559996,290.2902375849998,345.72969466799964
2002-11-12 11:45:00,57.0,0.0,66.33917911894999,290.2406421649999,345.4225180094995
2002-11-12 12:00:00,57.0,0.0,66.6040670023,290.191046745,345.1153413509994
2002-11-12 12:15:00,57.0,0.0,66.92963432062498,290.14036664599985,344.7656471709996
2002-11-12 12:30:00,57.0,0.0,67.25520163894996,290.08968654699976,344.4159529909998
2002-11-12 12:45:00,57.0,0.0,67.58076895727494,290.03900644799967,344.06625881099995
2002-11-12 13:00:00,57.0,0.0,67.90633627559993,289.9883263489995,343.71656463100015
2002-11-12 13:15:00,57.0,0.0,68.19033027727494,289.9545527709996,343.4396015735001
2002-11-12 13:30:00,57.0,0.0,68.47432427894995,289.92077919299976,343.1626385160001
